Ticker,Final_Grade,Floor Tier,Status,Close Price,FCF_Yield,ROA,EV_EBITDA
ABEV,95.0,🟢 Oversold Floor,Confirmed (Previous),3.02,0.4278667865674632,0.10296,1.201
APTV,85.8,🟢🟢 Deep Floor,Live (Unfinished),44.51,0.17484496111147121,0.067150004,4.46
PZZA,78.3,🟢🟢 Deep Floor,Live (Unfinished),21.63,0.08272461958166363,0.077309996,8.509
CRUS,77.9,🟢🟢 Deep Floor,Live (Unfinished),110.72,0.08127517433692548,0.12163,9.129
TTD,77.5,🟢🟢 Deep Floor,Confirmed (Previous),14.43,0.08938951377428353,0.06252,7.932
OLN,66.7,🟢🟢 Deep Floor,Live (Unfinished),17.46,0.15667285591779687,0.01074,8.383
AROC,64.6,🟢 Oversold Floor,Live (Unfinished),32.96,0.04175434650737867,0.08123,9.608
SEDG,59.6,🟢 Oversold Floor,Live (Unfinished),35.21,0.052513559428389305,-0.03835,-17.355
HWKN,59.2,🟢🟢 Deep Floor,Confirmed (Previous),129.13,0.031096279418964087,0.07048,8.584
WING,58.3,🟢🟢 Deep Floor,Live (Unfinished),110.58,0.03272883964847938,0.18971,17.633
WSO,55.0,🟢🟢 Deep Floor,Confirmed (Previous),315.13,0.03785168313046921,0.08369,18.178
ASO,54.2,🟢 Oversold Floor,Live (Unfinished),51.15,0.02782009039699757,0.05875,7.01
APP,53.8,🟢🟢 Deep Floor,Live (Unfinished),305.06,0.03102950094060947,0.4646,19.368
GPI,52.9,🟢🟢 Deep Floor,Confirmed (Previous),300.76,0.03937016449838326,0.05499,8.687
SGI,52.3,🟢 Oversold Floor,Confirmed (Previous),69.87,0.047927339547575436,0.05534,16.434
CWEN,50.0,🟢 Oversold Floor,Live (Unfinished),32.07,0.053321170316542675,0.00975,14.876
TNC,50.0,🟢 Oversold Floor,Live (Unfinished),71.15,0.041784892391233695,0.022839999,14.822
PRIM,33.8,🟢 Oversold Floor,Live (Unfinished),73.85,0.020005106851664563,0.029879998,15.923
WMT,29.6,🟢🟢 Deep Floor,Live (Unfinished),105.83,0.008463067380678212,0.06414,20.682
STAA,27.9,🟢 Oversold Floor,Live (Unfinished),23.62,0.012958872331011813,0.05649,21.42
MIR,25.8,🟢🟢 Deep Floor,Confirmed (Previous),16.93,0.027871470968281423,0.0143,22.435
BWXT,20.6,🟢🟢 Deep Floor,Live (Unfinished),156.71,0.010142319893843512,0.05534,33.806
IPGP,15.8,🟢🟢 Deep Floor,Confirmed (Previous),78.0,0.013269163905969224,0.0097,24.227
WD,5.4,🟢🟢 Deep Floor,Live (Unfinished),41.37,0.0,0.008590001,100.0
