Ticker,Final_Grade,Floor Tier,Status,Close Price,FCF_Yield,ROA,EV_EBITDA
ABEV,95.7,🟢 Oversold Floor,Live (Unfinished),3.04,0.42364439605645665,0.10296,1.201
INVA,75.7,🟢 Oversold Floor,Confirmed (Previous),20.97,0.07153108647221211,0.06949,6.626
TTD,74.3,🟢🟢 Deep Floor,Live (Unfinished),15.09,0.08222176032294341,0.06252,8.652
NYT,56.4,🟢🟢 Deep Floor,Confirmed (Previous),68.16,0.042524582865627034,0.103879996,18.213
CC,55.7,🟢🟢 Deep Floor,Confirmed (Previous),15.62,0.13011195226276925,0.01418,11.919
AGCO,53.6,🟢 Oversold Floor,Confirmed (Previous),113.39,0.05110004140095004,0.03472,11.288
GPI,53.6,🟢🟢 Deep Floor,Live (Unfinished),284.33,0.03983956774513264,0.05499,8.718
HWKN,51.4,🟢🟢 Deep Floor,Live (Unfinished),129.33,0.03013932234661997,0.07048,8.731
SGI,50.7,🟢 Oversold Floor,Live (Unfinished),69.52,0.047038012913458514,0.05534,16.428
WSO,48.6,🟢🟢 Deep Floor,Live (Unfinished),315.38,0.03717597301953406,0.08369,18.143
UTHR,47.9,🟢 Oversold Floor,Confirmed (Previous),515.46,0.026496626824943977,0.11607,12.274
JBGS,45.7,🟢🟢 Deep Floor,Confirmed (Previous),12.08,0.2749438483641003,0.00068999996,19.247
CCI,26.4,🟢 Oversold Floor,Confirmed (Previous),76.14,0.030692225301330155,0.04725,20.533
MIR,14.3,🟢🟢 Deep Floor,Live (Unfinished),16.76,0.02763865472567684,0.0143,22.259
