Symbol,Price,$ Change,% Change,Quantity,$ Unrealized,% Unrealized,Current Balance
VOO,697.0599975585938,-3.80999755859375,-0.543609740056957,10.116,0.0,0.0,7051.458935302734
BSX,43.16999816894531,-1.7900009155273438,-3.9813188433661177,5.0,-21.900009155273438,-9.211360317675474,215.84999084472656
FMC,11.9399995803833,-0.35000038146972656,-2.847846888170008,22.0,19.579990768432594,8.054294845097735,262.6799907684326
RDDT,156.64999389648438,10.209991455078125,6.972132808563261,5.0,474.4999694824219,153.68420064207996,783.2499694824219
ROL,34.56999969482422,0.029998779296875,0.08685228286542734,7.0,-17.57000213623047,-6.769148611585171,241.98999786376953
SNAP,5.394999980926514,0.08500003814697266,1.6007540313169766,30.0,9.449999427795404,6.20078702611247,161.8499994277954
TTD,13.864999771118164,-0.015000343322753906,-0.10807163688094908,7.0,-0.9450016021728516,-0.9642873491559709,97.05499839782715
ZTS,73.31999969482422,0.01000213623046875,0.013643618283405948,3.0,-8.040000915527344,-3.5263161910207645,219.95999908447266
EZPZ,19.43000030517578,-0.3299999237060547,-1.6700400803827748,2.0,6.1000006103515645,18.620270483368635,38.86000061035156
RUN,8.645000457763672,-0.1549997329711914,-1.7613605637688947,28.0,-13.99998718261719,-5.467463556438799,242.0600128173828
AMZN,252.23500061035156,-0.1649932861328125,-0.06536976629265705,1.0,0.9650006103515523,0.38404927382956666,252.23500061035156
