Symbol,Price,$ Change,% Change,Quantity,$ Unrealized,% Unrealized,Current Balance
VOO,,,,10.628,0.0,0.0,
BSX,,,,5.0,,,
RDDT,,,,5.0,,,
ROL,,,,7.0,,,
SNAP,,,,30.0,,,
ZTS,,,,3.0,,,
EZPZ,,,,2.0,,,
RUN,,,,28.0,,,
AMZN,,,,1.0,,,
