Symbol,Price,$ Change,% Change,Quantity,$ Unrealized,% Unrealized,Current Balance
VOO,708.010009765625,-2.7099609375,-0.3812979864374711,10.116,0.0,0.0,7162.229258789062
BSX,47.79999923706055,0.8499984741210938,1.8104333552898473,5.0,1.2499961853027344,0.5257607509159765,238.99999618530273
FMC,12.970000267028809,-0.009999275207519531,-0.07703602126473383,22.0,42.240005874633766,17.375568027410022,285.3400058746338
LULU,100.61000061035156,-21.159996032714844,-17.377019476102365,5.0,-54.14999694824223,-9.718233479584033,503.0500030517578
NKE,38.400001525878906,-0.3699989318847656,-0.9543433776531554,7.0,-5.809989318847613,-2.115723869796298,268.80001068115234
RDDT,154.4600067138672,-1.529998779296875,-0.9808312875301002,5.0,463.55003356933594,150.13766269452177,772.3000335693359
ROL,35.86000061035156,0.15000152587890625,0.420054689791716,7.0,-8.539995727539065,-3.290181741230954,251.02000427246094
SNAP,5.46999979019165,-0.23000001907348633,-4.03508818894397,30.0,11.699993705749506,7.677161224245083,164.0999937057495
TTD,14.430000305175781,-0.6599998474121094,-4.373756399856108,7.0,3.0100021362304688,3.0714307512555803,101.01000213623047
ZTS,75.80999755859375,-0.48000335693359375,-0.6291825287367356,3.0,-0.57000732421875,-0.25000321237664475,227.42999267578125
EZPZ,20.049999237060547,-0.5430011749267578,-2.6368239890417993,2.0,7.339998474121096,22.405367747622392,40.099998474121094
