Ticker,Final_Grade,Floor Tier,Status,Close Price,FCF_Yield,ROA,EV_EBITDA
DECK,93.5,🟢 Strong Green (< -60),Live Strong Dot (Today),85.81,0.07457109937188264,0.20319,7.835
CROX,92.9,🟢 Strong Green (< -60),Live Strong Dot (Today),117.53,0.09474537018107676,0.11993,7.721
CBT,85.7,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),81.19,0.061387323678396555,0.088970006,7.284
APOG,85.5,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),38.19,0.12293045900291431,0.06237,6.691
OC,79.5,🟢 Strong Green (< -60),Live Strong Dot (Today),138.72,0.07929319083512675,0.05787,8.512
PNR,77.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),60.02,0.05809996155277761,0.08663,10.905
BYD,75.9,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),77.79,0.050093981711134855,0.07824,7.33
SSD,75.6,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),178.08,0.06018425966340803,0.098129995,12.797
PRKS,75.4,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),40.61,0.05290916928719016,0.078449994,8.232
FMS,75.1,🟢 Strong Green (< -60),Live Strong Dot (Today),22.66,0.16768864596288902,0.0398,8.433
SHOO,74.4,🟢 Strong Green (< -60),Live Strong Dot (Today),43.68,0.06853043030658244,0.08144,12.654
SNA,73.5,🟢 Strong Green (< -60),Live Strong Dot (Today),383.0,0.05600159656540734,0.09849,13.778
LOW,72.6,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),201.9,0.04023603774758561,0.12519,12.064
HST,71.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),21.99,0.11047758622741145,0.0433,11.227
GHC,70.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),1122.91,0.05564701936716054,0.04394,7.703
IP,68.7,🟢 Strong Green (< -60),Live Strong Dot (Today),37.24,0.08348890371488234,0.01591,7.346
MWA,68.7,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),23.9,0.03495724701481348,0.10621,10.249
WYNN,68.7,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),91.56,0.05051742321789951,0.05728,10.389
WSM,68.0,🟢 Strong Green (< -60),Live Strong Dot (Today),227.42,0.039921843526066154,0.16636999,16.439
GGG,68.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),77.88,0.0425453757412209,0.12705,16.541
RL,67.9,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),344.2,0.04205856767322174,0.11005,13.801
BC,66.2,🟢 Strong Green (< -60),Live Strong Dot (Today),74.43,0.07590134100196472,0.033800002,11.313
HAYW,66.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),13.7,0.05557828605370452,0.05047,11.392
SKYW,64.4,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),96.24,0.037733237797576674,0.050380003,5.892
DAL,64.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),78.75,0.05343868299204428,0.04019,9.172
WMS,61.7,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),134.83,0.031968392780745696,0.10972,12.526
MTH,61.5,🟢 Strong Green (< -60),Live Strong Dot (Today),67.33,0.06697598157105507,0.03346,12.646
HON,61.2,🟢 Strong Green (< -60),Live Strong Dot (Today),209.61,0.03929287720815617,0.0572,10.795
TKR,60.4,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),121.09,0.040917271581933534,0.05449,12.472
XYL,59.5,🟢 Strong Green (< -60),Live Strong Dot (Today),105.69,0.04796933774848178,0.051149998,13.499
