Ticker,Final_Grade,Floor Tier,Status,Close Price,FCF_Yield,ROA,EV_EBITDA
GNTX,88.7,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),22.86,0.07648278806978,0.11057,7.431
CRI,88.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),32.41,0.20279040828606687,0.0694,5.095
APTV,87.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),45.03,0.16725442765013787,0.067150004,4.511
CBT,85.9,🟢 Strong Green (< -60),Live Strong Dot (Today),81.19,0.06160659017505915,0.088970006,7.284
APOG,84.7,🟢 Strong Green (< -60),Live Strong Dot (Today),38.19,0.1286601379385444,0.06237,6.463
PHIN,80.4,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),67.82,0.10740879306698328,0.05235,6.582
PNR,77.3,🟢 Strong Green (< -60),Live Strong Dot (Today),60.02,0.05828388170413098,0.08663,10.876
PRKS,76.4,🟢 Strong Green (< -60),Live Strong Dot (Today),40.61,0.052700710255839334,0.078449994,8.246
BYD,76.0,🟢 Strong Green (< -60),Live Strong Dot (Today),77.79,0.0502420881565105,0.07824,7.316
SSD,75.9,🟢 Strong Green (< -60),Live Strong Dot (Today),178.08,0.06116096833219876,0.098129995,12.592
LOW,71.0,🟢 Strong Green (< -60),Live Strong Dot (Today),201.9,0.04074421805161872,0.12519,11.952
HST,69.4,🟢 Strong Green (< -60),Live Strong Dot (Today),21.99,0.11077902851126743,0.0433,11.202
GHC,69.3,🟢 Strong Green (< -60),Live Strong Dot (Today),1122.91,0.05629025702588562,0.04394,7.62
MWA,69.3,🟢 Strong Green (< -60),Live Strong Dot (Today),23.9,0.03503038101658393,0.10621,10.227
CNM,69.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),43.77,0.051442744887062006,0.07221,11.537
WYNN,68.0,🟢 Strong Green (< -60),Live Strong Dot (Today),91.56,0.05050639502534562,0.05728,10.39
RL,67.9,🟢 Strong Green (< -60),Live Strong Dot (Today),344.2,0.042913916537752554,0.11005,13.539
HAYW,67.3,🟢 Strong Green (< -60),Live Strong Dot (Today),13.7,0.05647078277708244,0.05047,11.239
GGG,66.9,🟢 Strong Green (< -60),Live Strong Dot (Today),77.88,0.0425453757412209,0.12705,16.541
SKYW,65.3,🟢 Strong Green (< -60),Live Strong Dot (Today),96.24,0.03883888687439898,0.050380003,5.777
DAL,65.1,🟢 Strong Green (< -60),Live Strong Dot (Today),78.75,0.05440227768256423,0.04019,9.048
WMS,62.6,🟢 Strong Green (< -60),Live Strong Dot (Today),134.83,0.03218889596495624,0.10972,12.452
L,61.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),108.94,0.05610079258943716,0.01909,8.017
FELE,60.1,🟢 Strong Green (< -60),Live Strong Dot (Today),99.27,0.034043913537248824,0.08597,13.032
TKR,59.9,🟢 Strong Green (< -60),Live Strong Dot (Today),121.09,0.04161674361779716,0.05449,12.472
BLDR,59.4,🟢 Strong Green (< -60),Live Strong Dot (Today),64.18,0.06727599566379959,0.02389,11.812
RPM,59.1,🟢 Strong Green (< -60),Live Strong Dot (Today),103.43,0.03636878202929086,0.07626,13.238
ZWS,58.3,🟢 Strong Green (< -60),Live Strong Dot (Today),47.62,0.04085296418096054,0.08741,17.336
FSS,56.6,🟢 Strong Green (< -60),Live Strong Dot (Today),117.16,0.027228036607575095,0.117510006,15.155
SCHL,56.3,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),38.39,0.07852989675815415,0.0138,12.577
TXT,55.3,🟢 Strong Green (< -60),Live Strong Dot (Today),79.37,0.033167036628177465,0.045479998,9.777
MAA,53.9,🟢 Strong Green (< -60),Live Strong Dot (Today),128.56,0.06023167186143755,0.03129,16.742
CSR,53.7,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),52.78,0.11460842010443668,0.0073900004,14.896
MCY,52.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),102.91,0.0,0.0757,3.757
PKG,51.0,🟢 Strong Green (< -60),Live Strong Dot (Today),234.57,0.02071552110612716,0.082779996,12.291
CUBE,50.9,🟢 Strong Green (< -60),Live Strong Dot (Today),39.75,0.05401784007180766,0.04282,17.775
PSA,50.7,🟢 Strong Green (< -60),Live Strong Dot (Today),305.73,0.04088431836604739,0.06985,19.804
AIT,50.7,🟢 Strong Green (< -60),Live Strong Dot (Today),322.46,0.030661340576841455,0.11102,19.812
PFGC,50.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),99.32,0.04583518369651738,0.030199999,13.7
EXP,49.9,🟢 Strong Green (< -60),Live Strong Dot (Today),193.58,0.004256938214573851,0.09233,10.64
UFPI,49.4,🟢 Strong Green (< -60),Live Strong Dot (Today),83.2,0.025687580449102618,0.04756,9.143
STRL,48.9,🟢 Strong Green (< -60),Live Strong Dot (Today),460.03,0.024828981135848555,0.14554,19.576
POWL,48.9,🟢 Strong Green (< -60),Live Strong Dot (Today),175.16,0.029836683328891177,0.116210006,24.344
WDFC,47.0,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),212.08,0.02429384732592935,0.1542,22.755
PATK,46.3,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),82.75,0.012499336622529587,0.052750003,9.727
EXR,45.0,🟢 Strong Green (< -60),Live Strong Dot (Today),140.98,0.048190735983216146,0.03358,19.225
Q,44.0,🟢 Strong Green (< -60),Live Strong Dot (Today),118.47,0.031158037046707904,0.053049996,18.767
TEX,41.3,🟢 Strong Green (< -60),Live Strong Dot (Today),62.76,0.03237625251781159,0.030079998,14.794
ESE,40.1,🟢 Strong Green (< -60),Live Strong Dot (Today),273.87,0.032970865099838584,0.051090002,23.224
HWM,38.9,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),252.96,0.0114539054106004,0.12815,38.649
MKSI,37.9,🟢 Strong Green (< -60),Live Strong Dot (Today),249.65,0.028457016301588086,0.050229996,19.353
BCC,37.9,🟢 Strong Green (< -60),Live Strong Dot (Today),77.12,0.01610414593445736,0.02859,9.122
CRS,37.3,🟢 Strong Green (< -60),Live Strong Dot (Today),467.48,0.010306941432856768,0.118719995,28.449
SPXC,37.0,🟢 Strong Green (< -60),Live Strong Dot (Today),193.92,0.02409486455470263,0.06755,19.473
GNRC,36.6,🟢 Strong Green (< -60),Live Strong Dot (Today),183.02,0.026766116059427844,0.04721,18.764
FND,34.3,🟢 Strong Green (< -60),Live Strong Dot (Today),49.38,0.026660440800205795,0.027420001,14.182
PCAR,32.4,🟢 Strong Green (< -60),Live Strong Dot (Today),124.51,0.029656975012399677,0.041160002,21.912
MLM,31.6,🟢 Strong Green (< -60),Live Strong Dot (Today),508.94,0.016416694534576816,0.045679998,17.312
PRIM,29.9,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),74.24,0.02007578709688671,0.029879998,15.612
GE,27.6,🟢 Strong Green (< -60),Live Strong Dot (Today),333.48,0.01905925978021599,0.05065,31.047
CARR,23.1,🟢 Strong Green (< -60),Live Strong Dot (Today),59.08,0.017694663581925636,0.02982,19.423
VCEL,21.7,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),40.89,0.02680308078236986,0.02429,64.294
POWI,21.3,🟢 Strong Green (< -60),Live Strong Dot (Today),50.54,0.026100486410045646,0.026199998,43.133
CPT,19.9,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),105.54,0.011429139681432355,0.01867,17.599
FERG,15.3,🟢 Strong Green (< -60),Live Strong Dot (Today),223.23,0.0,0.0,16.164
AXP,12.1,🟢 Strong Green (< -60),Live Strong Dot (Today),329.82,0.0,0.037920002,100.0
ICHR,8.0,🟢 Strong Green (< -60),Live Strong Dot (Today),52.82,0.005121485435716651,0.0036199999,50.986
FFIN,6.1,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),33.22,0.0,0.018129999,100.0
BANF,5.6,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),111.13,0.0,0.01729,100.0
RNST,4.8,🟢 Strong Green (< -60),Posted Strong Dot (Yesterday),40.65,0.0,0.01171,100.0
